1650.53 303 
1286.98 286 
1101.45 291 
936.237 339 
851.432 277 
792.985 301 
768.216 313 
655.969 317 
647.019 288 
682.981 313 
667.888 325 
599.371 294 
601.381 297 
562.857 291 
570.147 310 
574.087 311 
507.148 288 
499.314 290 
494.645 296 
446.14 312 
562.92 323 
449.914 309 
433.403 313 
439.16 299 
480.156 335 
369.03 280 
443.009 302 
406.06 306 
442.37 305 
476.08 298 
415.41 306 
389.69 335 
454.027 292 
467.908 303 
403.719 294 
399.334 308 
430.375 297 
419.319 287 
320.889 282 
376.205 304 
338.663 294 
336.595 323 
359.321 306 
368.46 328 
369.622 297 
319.343 300 
370.724 313 
321.713 307 
309.803 320 
313.305 321 
356.721 293 
330.798 273 
342.863 305 
319.86 303 
341.233 314 
360.121 298 
319.592 271 
388.891 296 
371.588 298 
279.836 315 
258.059 298 
305.257 280 
342.851 296 
249.438 302 
372.689 281 
278.223 264 
337.898 286 
275.247 318 
380.235 312 
425.532 299 
255.573 276 
368.083 335 
322.537 298 
320.573 288 
414.134 309 
316.329 278 
273.057 325 
276.465 307 
261.588 298 
232.645 265 
341.951 285 
284.215 286 
273.633 297 
361.087 299 
365.355 308 
293.036 315 
265.733 287 
292.394 289 
207.259 287 
320.709 309 
394.888 276 
286.511 256 
243.904 283 
282.316 289 
188.634 305 
279.698 273 
280.143 312 
261.683 293 
321.299 263 
392.553 288 
243.726 281 
283.201 318 
467.643 287 
351.61 316 
351.491 314 
300.965 302 
270.295 279 
336.998 301 
238.06 298 
242.853 279 
298.149 268 
256.867 282 
272.268 253 
307.597 273 
279.732 269 
225.674 307 
238.367 276 
263.341 264 
272.336 275 
187.961 277 
299.707 278 
309.022 298 
241.039 282 
387.895 292 
218.137 299 
362.799 302 
269.53 293 
224.805 249 
348.958 299 
244.822 269 
264.253 262 
248.251 291 
399.421 257 
300.694 239 
306.261 256 
413.572 270 
294.306 255 
410.602 309 
258.533 276 
187.469 246 
299.448 297 
240.899 295 
284.467 305 
441.596 331 
257.713 276 
473.195 276 
1266.93 2 
181.472 293 
282.377 260 
179.634 129 
317.312 225 
227.098 249 
222.393 311 
301.505 60 
218.743 284 
283.557 274 
351.384 254 
273.058 258 
292.686 243 
165.93 266 
215.139 2 
559.481 2 
329.748 247 
261.459 298 
660.844 4 
287.839 240 
826.972 3 
593.173 2 
1035.71 2 
763.649 4 
767.172 2 
893.277 3 
358.273 293 
590.452 2 
393.971 160 
1113.67 1 
400.282 264 
1122.21 2 
233.997 249 
376.922 2 
155.139 89 
442.858 256 
535.51 6 
1145.5 2 
371.122 146 
1162.56 3 
1044.82 1 
562.555 48 
1153.92 3 
1184.69 4 
1103.31 1 
553.546 4 
1220.84 1 
882.907 1 
1210.75 2 
868.375 1 
1136.22 2 
936.703 1 
459.41 190 
1208.17 1 
1141.4 3 
1086.2 2 
1064.83 2 
1158.94 2 
1085.17 1 
1061.2 1 
1035.82 4 
974.692 1 
1051.24 1 
1081.07 4 
1149.46 1 
1166.64 2 
1060.83 2 
1171.89 2 
1119.29 4 
1170.86 1 
1077.8 2 
1144.66 2 
1066.24 2 
1163.42 1 
1060.75 1 
1122.4 1 
1103.67 1 
1108.02 1 
976.446 5 
1078.67 1 
1155.27 3 
1187.46 1 
1131.55 2 
1125.81 3 
1127.83 1 
1101.45 1 
1079.9 1 
1081.15 1 
1097.19 2 
1019.19 1 
1070.56 2 
1076.76 1 
1034.85 1 
1053.98 2 
1060.13 4 
1112.52 1 
1023.81 4 
1021.75 2 
1068.72 2 
1071.06 3 
1066.41 1 
1080.77 3 
1054.57 1 
1088.2 1 
1021.58 1 
1041.03 1 
1024.12 1 
1033.97 1 
1034.83 1 
1045.11 1 
1108.96 3 
1085.28 1 
1061.7 1 
993.194 1 
1099.01 1 
1060.02 1 
1088.32 2 
1053.72 1 
999.542 2 
1026.87 1 
995.562 3 
1070.53 1 
1036.83 2 
1042.3 1 
1080.27 1 
1050.13 4 
1045.59 2 
970.313 3 
1031.17 2 
1023.08 1 
1031.91 1 
1040.86 2 
1061.35 1 
980.715 3 
1012.7 2 
1050.59 1 
986.124 1 
1026.18 1 
977.361 1 
1031.23 2 
992.581 1 
1018.47 1 
1009.04 1 
1038.33 2 
957.295 1 
1031.83 2 
976.997 1 
999.529 1 
981.667 2 
979.935 2 
1003.92 1 
1027.56 2 
968.206 1 
996.712 1 
955.912 2 
