0.03 3.4739 3.4739 2 1 0
0.0303494 3.4339 3.4339 1 1 0
0.0305272 3.4139 3.4139 1 1 0
0.0307071 3.3939 3.3939 1 1 0
0.0308891 3.3739 3.3739 1 1 0
0.0310733 3.3539 3.3539 1 1 0
0.0312597 3.3339 3.3339 1 1 0
0.0314484 3.3139 3.3139 1 1 0
0.0316393 3.29391 3.29391 1 1 0
0.0318326 3.27391 3.27391 1 1 0
0.0320282 3.25391 3.25391 1 1 0
0.0322263 3.23391 3.23391 1 1 0
0.0324268 3.21391 3.21391 1 1 0
0.0326299 3.19391 3.19391 1 1 0
0.0328355 3.17391 3.17391 1 1 0
0.0330437 3.15391 3.15391 1 1 0
0.0332546 3.13391 3.13391 1 1 0
0.0334681 3.11391 3.11391 1 1 0
0.0336845 3.09392 3.09392 1 1 0
0.0339036 3.07392 3.07392 1 1 0
0.0341256 3.05392 3.05392 1 1 0
0.0343506 3.03392 3.03392 1 1 0
0.0345785 3.01392 3.01392 1 1 0
0.0348095 2.99392 2.99392 1 1 0
0.0350436 2.97392 2.97392 1 1 0
0.0352808 2.95392 2.95392 1 1 0
0.0355213 2.93393 2.93393 1 1 0
0.0357651 2.91393 2.91393 1 1 0
0.0360123 2.89393 2.89393 1 1 0
0.0362629 2.87393 2.87393 1 1 0
0.036517 2.85393 2.85393 1 1 0
0.0367747 2.83393 2.83393 1 1 0
0.037036 2.81394 2.81394 1 1 0
0.0373011 2.79394 2.79394 1 1 0
0.03757 2.77394 2.77394 1 1 0
0.0378428 2.75394 2.75394 1 1 0
0.0381196 2.73394 2.73394 1 1 0
0.0384005 2.71395 2.71395 1 1 0
0.0386856 2.69395 2.69395 1 1 0
0.0389749 2.67395 2.67395 1 1 0
0.0392686 2.65395 2.65395 1 1 0
0.0395667 2.63395 2.63395 1 1 0
0.0398694 2.61396 2.61396 1 1 0
0.0401768 2.59396 2.59396 1 1 0
0.0404889 2.57396 2.57396 1 1 0
0.040806 2.55396 2.55396 1 1 0
0.041128 2.53397 2.53397 1 1 0
0.0414551 2.51397 2.51397 1 1 0
0.0417875 2.49397 2.49397 1 1 0
0.0421253 2.47397 2.47397 1 1 0
0.0424686 2.45398 2.45398 1 1 0
0.0428175 2.43398 2.43398 1 1 0
0.0431722 2.41398 2.41398 1 1 0
0.0435328 2.39399 2.39399 1 1 0
0.0438995 2.37399 2.37399 1 1 0
0.0442724 2.35399 2.35399 1 1 0
0.0446517 2.334 2.334 1 1 0
0.0450376 2.314 2.314 1 1 0
0.0454301 2.294 2.294 1 1 0
0.0458296 2.27401 2.27401 1 1 0
0.0462362 2.25401 2.25401 1 1 0
0.04665 2.23402 2.23402 1 1 0
0.0470713 2.21402 2.21402 1 1 0
0.0475003 2.19403 2.19403 1 1 0
0.0479372 2.17403 2.17403 1 1 0
0.0483822 2.15404 2.15404 1 1 0
0.0488355 2.13404 2.13404 1 1 0
0.0492974 2.11405 2.11405 1 1 0
0.0497681 2.09405 2.09405 1 1 0
0.0502479 2.07406 2.07406 1 1 0
0.050737 2.05406 2.05406 1 1 0
0.0512357 2.03407 2.03407 1 1 0
0.0517443 2.01408 2.01408 1 1 0
0.0522631 1.99408 1.99408 1 1 0
0.0527924 1.97409 1.97409 1 1 0
0.0533325 1.9541 1.9541 1 1 0
0.0538838 1.9341 1.9341 1 1 0
0.0544466 1.91411 1.91411 1 1 0
0.0550213 1.89412 1.89412 1 1 0
0.0556082 1.87413 1.87413 1 1 0
0.0562078 1.85414 1.85414 1 1 0
0.0568204 1.83415 1.83415 1 1 0
0.0574465 1.81416 1.81416 1 1 0
0.0580865 1.79417 1.79417 1 1 0
0.058741 1.77418 1.77418 1 1 0
0.0594103 1.75419 1.75419 1 1 0
0.0600951 1.7342 1.7342 1 1 0
0.0607958 1.71421 1.71421 1 1 0
0.061513 1.69423 1.69423 1 1 0
0.0622473 1.67424 1.67424 1 1 0
0.0629994 1.65425 1.65425 1 1 0
0.0637698 1.63427 1.63427 1 1 0
0.0645592 1.61428 1.61428 1 1 0
0.0653685 1.5943 1.5943 1 1 0
0.0661982 1.57432 1.57432 1 1 0
0.0670492 1.55434 1.55434 1 1 0
0.0679224 1.53436 1.53436 1 1 0
0.0688185 1.51438 1.51438 1 1 0
0.0697385 1.4944 1.4944 1 1 0
0.0706835 1.47442 1.47442 1 1 0
0.0716543 1.45444 1.45444 1 1 0
0.0726521 1.43447 1.43447 1 1 0
0.073678 1.41449 1.41449 1 1 0
0.0747332 1.39452 1.39452 1 1 0
0.075819 1.37455 1.37455 1 1 0
0.0769368 1.35458 1.35458 1 1 0
0.0780878 1.33462 1.33462 1 1 0
0.0792737 1.31465 1.31465 1 1 0
0.0804961 1.29469 1.29469 1 1 0
0.0817565 1.27473 1.27473 1 1 0
0.083057 1.25477 1.25477 1 1 0
0.0843992 1.23481 1.23481 1 1 0
0.0857854 1.21486 1.21486 1 1 0
0.0872176 1.19491 1.19491 1 1 0
0.0886982 1.17497 1.17497 1 1 0
0.0902297 1.15503 1.15503 1 1 0
0.0918146 1.13509 1.13509 1 1 0
0.0934558 1.11516 1.11516 1 1 0
0.0951564 1.09523 1.09523 1 1 0
0.0969195 1.07531 1.07531 1 1 0
0.0987487 1.05539 1.05539 1 1 0
0.100648 1.03548 1.03548 1 1 0
0.10262 1.01558 1.01558 1 1 0
0.104671 0.995685 0.995685 1 1 0
0.106805 0.9758 0.9758 1 1 0
0.109026 0.955924 0.955924 1 1 0
0.11134 0.936059 0.936059 1 1 0
0.113754 0.916206 0.916206 1 1 0
0.116273 0.896367 0.896367 1 1 0
0.118904 0.876544 0.876544 1 1 0
0.121654 0.856738 0.856738 1 1 0
0.124532 0.836953 0.836953 1 1 0
0.127546 0.817192 0.817192 1 1 0
0.130706 0.797459 0.797459 1 1 0
0.134021 0.77776 0.77776 1 1 0
0.137502 0.758104 0.758104 1 1 0
0.14116 0.738501 0.738501 1 1 0
0.145005 0.71897 0.71897 1 1 0
0.149048 0.699537 0.699537 1 1 0
0.153295 0.68024 0.68024 1 1 0
0.157749 0.66114 0.66114 1 1 0
0.162405 0.642326 0.642326 1 1 0
0.167243 0.623928 0.623928 1 1 0
0.172225 0.60612 0.60612 1 1 0
0.177293 0.58911 0.58911 1 1 0
0.182376 0.573108 0.573108 1 1 0
0.187403 0.558282 0.558282 1 1 0
0.192323 0.544717 0.544717 1 1 0
0.197114 0.532415 0.532415 1 1 0
0.201786 0.521317 0.521317 1 1 0
0.206376 0.51134 0.51134 1 1 0
0.21094 0.502399 0.502399 1 1 0
0.215559 0.494426 0.494426 1 1 0
0.220334 0.487362 0.487362 1 1 0
0.225395 0.48115 0.48115 1 1 0
0.230905 0.475723 0.475723 1 1 0
0.237066 0.471 0.471 1 1 0
0.24411 0.4669 0.4669 1 1 0
0.252287 0.463344 0.463344 1 1 0
0.261829 0.460266 0.460266 1 1 0
0.272898 0.457615 0.457615 1 1 0
0.285534 0.455344 0.455344 1 1 0
0.299645 0.45341 0.45341 1 1 0
0.315032 0.451768 0.451768 1 1 0
0.331452 0.450373 0.450373 1 1 0
0.348673 0.449181 0.449181 1 1 0
0.366499 0.448156 0.448156 2 1 0
0.384781 0.447265 0.447265 2 1 0
0.403404 0.446485 0.446485 2 1 0
0.422285 0.445796 0.445796 2 1 0
0.441365 0.445181 0.445181 2 1 0
0.460599 0.444628 0.444628 2 1 0
0.479954 0.444127 0.444127 2 1 0
0.499405 0.44367 0.44367 2 1 0
0.518933 0.443252 0.443252 2 1 0
0.538524 0.442867 0.442867 2 1 0
0.558167 0.44251 0.44251 2 1 0
0.577853 0.442178 0.442178 2 1 0
0.597575 0.441868 0.441868 2 1 0
0.617328 0.441578 0.441578 2 1 0
0.637107 0.441306 0.441306 2 1 0
0.656908 0.441049 0.441049 2 1 0
0.676729 0.440806 0.440806 2 1 0
0.696566 0.440576 0.440576 2 1 0
0.716417 0.440358 0.440358 2 1 0
0.736282 0.44015 0.44015 2 1 0
0.756157 0.439952 0.439952 2 1 0
0.776043 0.439763 0.439763 2 1 0
0.795937 0.439582 0.439582 2 1 0
0.815839 0.439408 0.439408 2 1 0
0.835749 0.439242 0.439242 2 1 0
0.855664 0.439082 0.439082 2 1 0
0.875586 0.438928 0.438928 2 1 0
0.895512 0.43878 0.43878 2 1 0
0.915444 0.438638 0.438638 2 1 0
0.935379 0.4385 0.4385 2 1 0
0.955319 0.438366 0.438366 2 1 0
0.975262 0.438238 0.438238 2 1 0
0.995209 0.438113 0.438113 2 1 0
1.01516 0.437992 0.437992 2 1 0
0.366499 0.448156 0.448156 4 5 0
0.368395 0.454767 0.441815 3 5 0
0.37429 0.461568 0.43572 3 5 0
0.383521 0.468174 0.429972 3 5 0
0.395347 0.47432 0.42457 3 5 0
0.409016 0.479792 0.419488 3 5 0
0.423894 0.484512 0.414743 3 5 0
0.439537 0.488533 0.410211 3 5 0
0.455678 0.491907 0.405891 3 5 0
0.472163 0.494749 0.401787 3 5 0
0.488911 0.497103 0.397893 3 5 0
0.505876 0.499222 0.394086 3 5 0
0.523035 0.500942 0.390365 3 5 0
0.54037 0.502485 0.386821 3 5 0
0.557871 0.503879 0.383378 3 5 0
0.57553 0.504971 0.379971 3 5 0
0.593339 0.506085 0.376589 3 5 0
0.611288 0.507029 0.373343 3 5 0
0.629372 0.507847 0.370269 3 5 0
0.647581 0.508594 0.367054 3 5 0
0.665908 0.509217 0.36396 3 5 0
0.684345 0.509847 0.360995 3 5 0
0.702885 0.510327 0.358006 3 5 0
0.72152 0.510787 0.35513 3 5 0
0.740244 0.511293 0.352415 3 5 0
0.75905 0.511687 0.349521 3 5 0
0.777933 0.512129 0.346729 3 5 0
0.796886 0.512481 0.344036 3 5 0
0.815905 0.512828 0.341441 3 5 0
0.834984 0.513118 0.338938 3 5 0
0.85412 0.513337 0.336327 3 5 0
0.873307 0.513519 0.333932 3 5 0
0.892542 0.513748 0.331394 3 5 0
0.911823 0.513951 0.329011 3 5 0
0.931144 0.514199 0.326499 3 5 0
0.950504 0.514434 0.324062 3 5 0
0.969901 0.514643 0.321865 3 5 0
0.98933 0.514782 0.319673 3 5 0
1.00879 0.514893 0.317309 3 5 0
1.02828 0.515032 0.314992 3 5 0
1.0478 0.515195 0.31277 3 5 0
1.06734 0.515334 0.31061 3 5 0
1.0869 0.515441 0.308717 3 5 0
1.10649 0.515553 0.306539 3 5 0
1.1261 0.515646 0.304418 3 5 0
1.14572 0.515731 0.302515 3 5 0
1.16537 0.515824 0.300623 3 5 0
1.18503 0.5159 0.298646 3 5 0
1.20471 0.515973 0.296594 3 5 0
1.2244 0.516044 0.294772 3 5 0
1.24411 0.516102 0.292996 3 5 0
1.26383 0.516165 0.290795 3 5 0
1.28356 0.516223 0.28899 3 5 0
1.30331 0.51627 0.287227 3 5 0
1.32306 0.516323 0.285465 3 5 0
1.34283 0.516361 0.28377 3 5 0
1.3626 0.51639 0.282112 3 5 0
1.38239 0.51641 0.280207 3 5 0
1.40218 0.516421 0.278562 3 5 0
1.42198 0.516424 0.276953 3 5 0
1.4418 0.51644 0.275148 3 5 0
1.46161 0.516431 0.273536 3 5 0
1.48144 0.516416 0.271956 3 5 0
1.50127 0.516486 0.270373 3 5 0
1.52111 0.516543 0.268844 3 5 0
1.54095 0.516592 0.267346 3 5 0
1.5608 0.516684 0.265684 3 5 0
1.58066 0.516706 0.264183 3 5 0
1.60052 0.516723 0.262711 3 5 0
1.62039 0.516723 0.261208 3 5 0
1.64026 0.516744 0.25975 3 5 0
1.66013 0.516761 0.258319 3 5 0
1.68001 0.516773 0.256888 3 5 0
1.6999 0.516778 0.25548 3 5 0
1.71979 0.51678 0.254097 3 5 0
1.73968 0.516796 0.252723 3 5 0
1.75957 0.516797 0.251356 3 5 0
1.77947 0.516795 0.250012 3 5 0
1.79938 0.516796 0.2487 3 5 0
1.81928 0.516807 0.247373 3 5 0
1.83919 0.516815 0.246068 3 5 0
1.8591 0.516806 0.244787 3 5 0
1.87901 0.516814 0.243511 3 5 0
1.89893 0.516819 0.242256 3 5 0
1.91885 0.516798 0.241009 3 5 0
1.93877 0.516806 0.23978 3 5 0
1.9587 0.516811 0.238571 3 5 0
1.97862 0.516781 0.237355 3 5 0
1.99855 0.516789 0.236161 3 5 0
2.01848 0.516794 0.234984 3 5 0
